2.219398603650657095e-02,1.837199424303125050e-01,9.604650279605418672e-02,6.575956599649594725e-02,5.472260941676738988e-02,4.966903797581863345e-02,5.729918942092655093e-02,4.824529474887204183e-02,9.371890396330366524e-02,9.260480135626877884e-02
4.479692654508821148e-02,1.026568730893721304e-01,1.776333703608761194e-01,8.712556488700930191e-02,7.664003846459227498e-02,2.833286006785133010e-02,5.286292639376287406e-02,6.073993446605428087e-02,5.881381344939823341e-02,1.212419962039216065e-01
3.029153230967411917e-02,9.212110318098377937e-02,1.653801019681563067e-01,9.286988541956286980e-02,7.422199627705092229e-02,1.231397677511918837e-01,6.476517957376091983e-02,9.133786503782460875e-02,7.963079818891288797e-02,9.651870777242174682e-02
3.887709896244060520e-02,1.532336164622712937e-01,2.094609169538674820e-01,8.595874146433613028e-02,7.803724713500541366e-02,4.301392895039679587e-02,6.466432126156865245e-02,9.124933060582994526e-02,2.059360564360200596e-01,1.397324317556808138e-01
4.125619831298539542e-02,1.281927722710108908e-01,2.004708194480047945e-01,9.895609811906093400e-02,8.693438963926211627e-02,5.396877942341319484e-02,8.149466538199753862e-02,1.031535697944729185e-01,1.553059782594040095e-01,1.356393443689155043e-01
5.494595442665863028e-02,1.403247590285053581e-01,2.147881359955186864e-01,1.118628600011440655e-01,9.239530308510732204e-02,6.735596538685716117e-02,8.394699855916695763e-02,1.256647058461450028e-01,1.970855682029625799e-01,1.117875713661654613e-01
3.634399656486501234e-02,1.731860192826442657e-01,1.831162949671024387e-01,1.118495568039866994e-01,9.890825841854063161e-02,7.236709958003915977e-02,8.384658222029717223e-02,7.889082668384693464e-02,2.151101457013648022e-01,8.908914713977089672e-02
4.426111567569353950e-02,2.150397730700427112e-01,2.134988179669030928e-01,1.603077827694329993e-01,1.257044490123598313e-01,8.468121833480296567e-02,9.935471894916422797e-02,9.892022873275732597e-02,2.492985947625173115e-01,3.153688060347023536e-01
7.238907032530562946e-02,1.799414699969097420e-01,2.154964064295004644e-01,1.419387281345325935e-01,1.002944393962117847e-01,1.371479278444500682e-01,6.936718259685845100e-02,8.852220336861715833e-02,1.872885469504647904e-01,8.142750758511095588e-02
8.439377299207691252e-02,2.701815858257421432e-01,2.600851633484291270e-01,1.372626543337160110e-01,9.514009580859456028e-02,7.874198562269284218e-02,7.926331886607324018e-02,8.597737704178046170e-02,2.185645867210316562e-01,1.809505588430090628e-01
9.307295945962683337e-02,3.003933600333894560e-01,2.513314724619518103e-01,1.537918768017517424e-01,1.060696420852043492e-01,1.068397572895338765e-01,9.708474396485428093e-02,1.038398911734351726e-01,2.575463760729397311e-01,1.550912652257755986e-01
1.793053760688347875e-01,5.175576466358791095e-01,2.833052303777758851e-01,1.781314063208810916e-01,1.392365307760849158e-01,1.468107635515834564e-01,1.457247920515517547e-01,1.147194699834421239e-01,3.799120614194759771e-01,1.589036032393491282e-01
2.214497756014582874e-01,4.530170529884898212e-01,3.416596883989860278e-01,1.926598279364479527e-01,1.976105195366604228e-01,1.357333622274364548e-01,1.465769166173129523e-01,1.616806769242133124e-01,5.931179498795934313e-01,1.887150675695450641e-01
2.063002935554060224e-01,4.206187140881988973e-01,3.224205569322206588e-01,1.489974045462346131e-01,1.921330645517022040e-01,1.353417973128484553e-01,1.259712363761723297e-01,1.707362207390111797e-01,3.839071858305895257e-01,1.865872257951222968e-01
1.715680648051428059e-01,4.141698256534763201e-01,3.204191707729261984e-01,1.356409946002322675e-01,2.117491244011963092e-01,1.364716563793696158e-01,1.299330852389749824e-01,1.826960632441560206e-01,5.025339309165730572e-01,2.142394130928933216e-01
2.069061902618877791e-01,3.412412448152192801e-01,3.338677642010121072e-01,1.938039028919820161e-01,2.630951645772864889e-01,2.028717998535368161e-01,1.957491005842887377e-01,2.062330907442021799e-01,4.963180944213879120e-01,3.164744599368476408e-01
1.885878787628559594e-01,4.170359982911308050e-01,4.637755751136936055e-01,3.011567129928335862e-01,3.380581115296732997e-01,2.843531706296423822e-01,2.662668281342537857e-01,2.599744142672775760e-01,5.433359760750969825e-01,3.081430325918587121e-01
2.071663026469532098e-01,4.375498163704257815e-01,5.791087755276425053e-01,3.919563548707660772e-01,4.826675547635221331e-01,5.441206229170092445e-01,3.592040944408595449e-01,2.960355245690743375e-01,5.936195314796387512e-01,3.113364212151136234e-01
2.380123285012985257e-01,4.739297713833346415e-01,5.619014117937470854e-01,5.174174769422336118e-01,5.815859586593854491e-01,5.736120368848172113e-01,4.321641665709057278e-01,3.378641965936300395e-01,5.849443271390702970e-01,3.686678279645887457e-01
1.812717018368888711e-01,4.053029118491862093e-01,8.330427145935989097e-01,5.204306510983784939e-01,6.365534931319529743e-01,6.052473434861235235e-01,3.675149607969662724e-01,3.679289713796803363e-01,6.350822620790826933e-01,3.792636778601478076e-01
1.439589930760560577e-01,4.155388909340053671e-01,4.871921729471075380e-01,4.834690481163337883e-01,5.347017229667140326e-01,4.440481385721331553e-01,2.939785554543927759e-01,2.939991300440518152e-01,5.416128005781672972e-01,4.921563611412515526e-01
1.100938056093442169e-01,4.617645429328777196e-01,3.475850446704074614e-01,4.334969183143784766e-01,4.378454976136073040e-01,3.249735469504267393e-01,2.325150933889630345e-01,2.656660600228568647e-01,3.924596914464157926e-01,3.616360859418274454e-01
7.991282106332292523e-02,3.822528757142347189e-01,3.678543013662213812e-01,4.257544575687874366e-01,3.737018200104101351e-01,2.771996383255369012e-01,1.570799706529713569e-01,1.956110106877371191e-01,3.992391330728345400e-01,2.495466277013997647e-01
9.335474787678105235e-02,2.592524558839643389e-01,3.469090546583497581e-01,3.577910839312012370e-01,2.990322096849608591e-01,2.019205362346998267e-01,1.386629423048024723e-01,1.789628442635228245e-01,3.290338891181063263e-01,1.655754657567062582e-01
6.352078628258113480e-02,3.281600230475738011e-01,2.868893066355255317e-01,3.106192771308728395e-01,2.415150726504397549e-01,1.389234206632691260e-01,1.108442574406208747e-01,1.589302619511224479e-01,3.380502228802110265e-01,1.621685341739193542e-01
6.070383108384289766e-02,2.390932158629358872e-01,2.202786559951389056e-01,1.937546810624997673e-01,1.941423101692970887e-01,1.282002211893410737e-01,7.035543494594664882e-02,1.346627997398339438e-01,3.210018418292088227e-01,1.082885019581997649e-01
4.564848494857620675e-02,1.636579651405446478e-01,1.539974555432130354e-01,1.370005813497157665e-01,1.140592054767932961e-01,9.651111177534336949e-02,5.129586578154143178e-02,1.096977313436511003e-01,2.936022727579168379e-01,6.737464648884428087e-02
3.089650004335206535e-02,1.856910517056066523e-01,1.357988929714128434e-01,1.260267740145989412e-01,9.898655503700892755e-02,7.203157926200476346e-02,1.822644945151110848e-02,1.151883023753490637e-01,3.501866099286190526e-01,5.942033384243999156e-02
2.504995809300463241e-02,1.418575704262200476e-01,1.392519486931176331e-01,1.270497898760009070e-01,8.990855837178321486e-02,8.215173887701575361e-02,2.087183657594427269e-02,6.575079865649255395e-02,1.577707394553255482e-01,3.339194021664313589e-02
2.349991536025565833e-02,1.513991674802673548e-01,1.141292356185973217e-01,1.215342843345541129e-01,5.573065081031487039e-02,6.402168552255982359e-02,7.248389007239522397e-03,5.935292922785253417e-02,2.537656373457164438e-01,3.306230359738588503e-02
1.688975776518044855e-02,1.081000156359074177e-01,1.487452410113266066e-01,8.922840126167520813e-02,4.738500322008627058e-02,5.530264082138960230e-02,3.601967665231726318e-02,6.072341761373546004e-02,2.479246387129308282e-01,4.951725199478391320e-02
1.358725944765342038e-02,1.322839628530236844e-01,1.444690345305572055e-01,9.545203598780896415e-02,4.516645199424796503e-02,8.320911359866092760e-02,1.269533010987456724e-02,6.502221054985729554e-02,2.664952929533178083e-01,9.609053787894392129e-02
1.628220955149193086e-02,8.236220394886688279e-02,1.134228640329640186e-01,9.137354180330158060e-02,3.745103704422544921e-02,6.252791020908370079e-02,1.007769891009378631e-02,3.342536947480513609e-02,3.193838366677723695e-01,5.728295309317519429e-02
2.218686391167739441e-02,6.469301296549143099e-02,7.041869606083911437e-02,6.873575726454338175e-02,4.509223562209419695e-02,6.908587526714590754e-02,5.367491978184196245e-03,3.053235559039027547e-02,2.853976382517994237e-01,9.015783751440330229e-02
2.121619055090152167e-02,1.192704556451165965e-01,8.826312341564840347e-02,8.469546986227199925e-02,6.407310036964826427e-02,1.051165727608315559e-01,1.511442689319272663e-02,3.863556437366250096e-02,2.535472066489225518e-01,1.406516420586408356e-01
2.534877767822859770e-02,1.417110607424224289e-01,8.156303701804853978e-02,8.346159832592565941e-02,2.921070391968311197e-02,8.687891378099266149e-02,0.000000000000000000e+00,4.141850010566683338e-02,2.678813840416151004e-01,8.507909219310787197e-02
1.568983456026556284e-02,9.462764994773667504e-02,5.655529921102851049e-02,7.171860013116952703e-02,3.481795484821483683e-02,6.753007726681713174e-02,0.000000000000000000e+00,4.268362943980172353e-02,2.599100119462714464e-01,2.756872126790320485e-03
7.624430746109668589e-02,9.649324762722026605e-02,5.965412477332496244e-02,6.214867919207023306e-02,3.521803954089509220e-02,5.452250003736307943e-02,0.000000000000000000e+00,2.823835972268102720e-02,2.166877007337653094e-01,2.042695584213430338e-02
1.748894522363472759e-02,8.985980623786524180e-02,5.455761580601365540e-02,5.708255565059951880e-02,3.272721458125645716e-02,4.921545037437791148e-02,8.046248088465379755e-03,0.000000000000000000e+00,2.125105507419902118e-01,3.008581825434592308e-02
1.868979740135340989e-02,3.878591487910488383e-02,6.562030628423859424e-02,4.693048680389357713e-02,4.922695873878484008e-02,3.714568606058796241e-02,4.847068390951922261e-03,5.610528518756372970e-03,1.571154473649437611e-01,3.892443722758368030e-02
1.669673786038983893e-02,8.477062616268976614e-02,6.521869985853578910e-02,2.918921004284960249e-02,2.967452867641220265e-02,4.664262976192256466e-02,0.000000000000000000e+00,2.706906916765322753e-03,1.344741618059095145e-01,3.614187490718469287e-02
1.839201000813367459e-02,9.346997721097272116e-02,7.500916194328140219e-02,7.295473321103260536e-03,4.034900441989924813e-02,3.455493117723543173e-02,9.300179441168929945e-03,5.558238831632747110e-03,2.030007254056473975e-01,2.715984611899221329e-02
1.159523209869407247e-02,6.887641846612979624e-02,7.033894443020306808e-02,1.322244675062757974e-02,2.915578600982787066e-02,4.915342768752521685e-02,5.191489361702127103e-03,1.248056448651055188e-02,1.520740129494346504e-01,1.834561657006647875e-02
1.321360594212292981e-02,7.437028537377821102e-02,6.876574857349017356e-02,3.217670902848081271e-02,3.261693765383631705e-02,3.432103839428495701e-02,2.790372053142872212e-03,3.512970345581793458e-03,1.799077467390454432e-01,6.679992325461151133e-03
4.827479428413355977e-02,9.343476563990875394e-02,8.199407559315274874e-02,2.530148370557895598e-02,3.152343164153823679e-02,2.408512800585852626e-02,0.000000000000000000e+00,1.265919270550145120e-03,7.505642793000510959e-02,1.591718869067814887e-02
